Number;Description;Development_Type;Dev_Cat;Affect_RPA;Dev_Sprint;Effort;Assignment_group
RITM1430312;"Alterar o SLA da oferta de serviço RTR_3024:

De: (8-5) 2:00 hour
Para: (8-5) 14:00 hour

Alterar também o SLA do seu respectivo WF RTR_WF_3024

De: (8-5) 2:00 hour
Para: (8-5) 14:00 hour";Workflows and Tasks;Support;No;;1;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM1430366;Excluir/Inativar oferta de serviço RTR_1589;Service Catalog;Support;No;;1;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM1430407;"Alterar o SLA da oferta de serviço  RTR_480:

De: (8-5) 8:00 hour
Para: (8-5) 6:00 hour

Alterar seu respectivo WF RTR_WF_476 Step 1:

De: (8-5) 8:00 hour
Para: (8-5) 6:00 hour";Service Catalog;Support;No;;1;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM1431827;OTC_506 habilitar a oferta e OTC_WF_548 para location México;Service Catalog;Project;No;;1;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM1431916;"OTC_543 Factura venta de servicios
Ajustar short description da oferta para: Tipo de órdenes de venta ZSME, ZVSE e ZSL2";Service Catalog;Project;No;;2;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM1431933;RTR_KEY_4018, RTR_KEY_4017, RTR_KEY_4015, RTR_KEY_4014, RTR_KEY_4013, RTR_KEY_4012, RTR_KEY_4011, RTR_KEY_4010 - alterar os parâmetros que contenham Mexico para valer a partir do dia 20/07 EM TODOS OS AMBIENTES (DEV, QA E PRD).;Service Catalog;Project;No;;2;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM1433246;"Havia chamados que não estavam encontrando aprovadores e estes chamados eram direcionados para pelo Ricardo Busch ou Matheus Anadon. A task SCTASK1792013 por haver erros, por orientação do Ricardo Busch foi solicitado para colocar como rejeitada. Porém ela continua na fila como atribuída a mim. Favor verificar porque ela não sai da lista visto que está rejeitada. O filtro que está em ""Atribuído a mim"" está apara aparecer somente o que está como true";Service Catalog;Support advanced;No;;4;_GG_WBS_SERVICE_CENTER_SUPPORT_ADVANCED
RITM1433880;Criar a oferta de serviço conforme arquivo anexo;Service Catalog;Support;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM1434281;"Campo ""conta C.E.F."" presente no multi row dos dados de pagamento (dados bancários) deve ser configurado para somente leitura. Este é um campo montado automaticamente pelo sistema, e não pode ser editável.
Verificar por que não é possível visualizar/selecionar os países Romênia e Estados Unidos da América na lista dos países.";Service Catalog;Project;No;;2;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM1434300;A oferta RTR_877 não está abrindo. Acredito que seja porque a sequência dos passos no WF inicia já em 2. A sequência correta seria 1,2,3;Service Catalog;Support;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM1434744;Criar oferta de serviço conforme anexo;Service Catalog;Support;No;;3;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM1435053;"Quando selecionar Contado na pergunta ""¿Cuál es la condición de pago?"" adicionas as variáveis abaixo nas ofertas:
Anticipated (valor interno = 2) OTC_514, (OTC_544, OTC_519, OTC_518), OTC_543, OTC_506, OTC_507, OTC_513, OTC_516, OTC_508, OTC_509, OTC_525, OTC_547, OTC_528, (OTC_550), (OTC_515, OTC_517, OTC_524, OTC_540), OTC_553, OTC_545, OTC_542
Anticipated (valor interno = 4) OTC_504

Variáveis:
Informar a continuación si la orden debe ser liberado con el comprobante de pago o crédito en la cuenta del cliente: will_the_release_be_made_upon_proof_of_payment_or_credit_already_posted_to_the_customer_s_account
Introduzca el código de cliente donde aparece el crédito: credit_posted_data_issuer
Multirow que aparece após selecionar créditos: credit_posted_data
Multirow necessario para fazer o Widget funcionar: current_credit_data
Multirow deposito: deposit_data_foreign_countries";Service Catalog;Development;No;19;8;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM1435531;"Conforme WMM-1012 (Manual de Administração Geral), faturas de telefonia não tem a necessidade de serem aprovadas pelo Diretor.
As faturas cadastradas no Formulário ""Escriturar Fatura de Telefone"" devem ser enviadas para aprovação apenas de chefe e gerente.";Service Catalog;Support advanced;No;;4;_GG_WBS_SERVICE_CENTER_SUPPORT_ADVANCED
RITM1435584;"Campos tipo referência ""grupo de contas"", ""departamento (aba contatos"" e ""forma de pagamento"" não estão traduzidos. Quando se está logado em espanhol, os valores estão em inglês ou português. Verificar se é um problema de carga.";Service Catalog;Project;No;;2;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM1435665;Criar rotina PTP_239 para México e Colômbia conforme detalhamento anexo e overwrite e desativar a rotina PTP_053 para México e Colômbia.;Service Catalog;Project;No;;2;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM1436029;Alterar a descrição da chave de abertura RTR_KEY_1000 - Por empresa (1001-WEL, 1007-HISA, 1013-WDC, 1016-PMAR) para RTR_KEY_1000 - Por empresa;Service Catalog;Support;No;;1;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM1436492;"Incluir uma opção em um campo no formulário.
Formulário: Solicitação de impressão de documentos - Linhares
Ao selecionar o Tipo de Trabalho Apostila abre o campo Tipo de Apostila. Incluir no campo Tipo de apostila a opção: Sem encadernação, apenas grampo.";Portal (Employees / Internal Users);Support;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM1437067;"Por gentileza
Preciso que seja criado um workflow separado para o México. O workflow deve ser igual ao IT_WF_O54_CO e IT_WF_014_CO,
tendo a única diferença que o workflow para o México deve pular o passo 10 ""Registro en la hoja de trabajo de adquisiciones de TI"".

Adicionar ao novo workflow do México as mesmas ofertas de serviço.

Encaminhar para Luis Fernando Pinto de Lara.

Obrigado.";Workflows and Tasks;Support;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM1437107;Na oferta RTR_1259 abriu 2 vezes a task para realizar a atividade na 1010 | WCES. Verificar o que aconteceu.;Service Catalog;Support;No;;1;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM1437681;criar oferta de serviço e WF conforme anexo;Service Catalog;Support;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM1438097;Alterar a chave de abertura da oferta para RTR_KEY_1039 - Por empresa (Empresas com SAP ECC - Brasil) - Sem 1000-WSA, 1010_WLO, 1011-WAD, 1015-WAE, 1021-WJE, 2002-WAG;Service Catalog;Support;No;;1;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM1438121;"OTC_153 APENAS COLOMBIA:
1) Incluir mais um ""Motivo de Devolución"":
Corte de cierre de mês

2)Se o ""Motivo de devolución"" é Error de Facturactión y Corte de cierre de mês , o fluxo de aprovação é Luciane Francine Pinheiro, Pedro Mauricio Barreto Martin y Edson kazuharu Niitsuma";Service Catalog;Support;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM1438557;Criar oferta de serviço e WF conforme anexo;Service Catalog;Support;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM1438634;"Ajustar regra de reabertura para as ofertas para Location Peru 3011 e Chile 3008 abaixo listadas, para que reabra para a fila _GG_WBS_OTC_BR_BILLING_B1: 
OTC_507
OTC_508
OTC_509
OTC_515
OTC_518
OTC_523
OTC_524
OTC_525
OTC_528
OTC_537
OTC_538
OTC_540";Service Catalog;Support;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM1438694;RTR_WF_3253 - criar overwrite para o passo 03: parâmetro MX | Empresas do México alterar a fila para _GG_WBS_PTP_MX_ACCOUNTS_PAYABLE_EXECUTION e para CO | Empresa da Colômbia alterar a fila para _GG_WBS_PTP_CO_ACCOUNTS_PAYABLE_EXECUTION;Service Catalog;Project;No;;2;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM1438769;criar oferta de serviço conforme anexo;Service Catalog;Support;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM1440655;"Gentileza alterar conforme abaixo:
Alterar o multirow Dados do deposito e adicionar os bancos abaixo:
esses bancos devem aparecer quando o Solicitante for do México:
Banco Nacional de México
BBV BANCOMER
SANTANDER 

Essa alteração deve ser feita no variável utilizado em todas as ofertas.
nesse chamado foi solicitado pra adicionar em mais ofertas:
RITM1435053";Service Catalog;Project;No;;2;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM1440782;Na lista de RITMs do Processo de Fechamento Mensal, incluir os campos: Stream, parent e category do catálogo de serviços.;Others;Project;No;;2;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM1440986;"No catálogo de serviços, foi trocado o campo ""Scheduled job"" por ""Scheduled job registration"", porém no painel ""WBS - Month-end Closing"", na visão ""RITM by calendar"" ainda está sendo utilizado o campo antigo.
Nota: Avaliando o catálogo, ainda tem ofertas com o campo antigo preenchido e ofertas com campo novo. Entendo que primeiro precisa ser feita a equalização do catálogo e depois o ajuste no painel.";Dashboards and Reports;Project;No;;4;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM1441679;"Ajustar formulário ""Problemas com SAP Business One - B1"", conforme anexo.

Espanhol:
Poderias alterar a letra inicial do texto entre parênteses de todos para uma inicial minúscula?
Em todas as rows que tem múltiplos itens separados por vírgula, na ultima vírgula troca por um ""y"" (Como no almacén e Financiero)
No espanhol, no ""Aplicación"" troca aquele ""e"" para ""y""
No ""Compras"" apaga aquele ""de""

Inglês:
Poderias deixar as iniciais de todas as palavras entre parênteses minúsculas?
No Sales, altera o texto entre parênteses para: ""sales process errors""
Em todas as rows que tem múltiplos itens separados por vírgula, na ultima vírgula troca por um ""and"" (Como no Warehouse e Financial)

Português:
Assim como os outros, poderias deixar as iniciais de todas as palavras entre parênteses minúsculas?
Em todas as rows que tem múltiplos itens separados por vírgula, na ultima vírgula troca por um ""e"" (Como no Warehouse e Financial)";Service Catalog;Support;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM1441803;"Realizar as seguintes alterações na oferta de serviço RTR_778:
- Criação de um novo campo para preenchimento obrigatório na solicitação com as opções de preenchimento abaixo:
""Informar fila de atendimento""
_GG_WBS_RTR_BR_TAX_CALCULATION_ISS_RETIDOS
_GG_WBS_RTR_BR_TAX_CALCULATION_ICMS_IPI
_GG_WBS_RTR_BR_TAX_CALCULATION_PIS_COFINS

A próxima etapa da atividade deve ser encaminhada conforme a fila de atendimento informada, substituindo as condicionais da variável Tributo/Crédito.

- Alterar o título das etapas de serviços 2 à 4 conforme abaixo:
Anterior: Elaborar requerimento para as autoridades fiscais
Nova: Elaborar e protocolizar requerimento para as autoridades fiscais

- Alterar a descriçao das etapas de serviços 2 a 4 conforme abaixo:
Anterior: Avaliar necessidade de envolver outras áreas e preparar requerimento
Nova: Avaliar necessidade de envolver outras áreas, preparar requerimento, efetuar protocolo e informar ao Solicitante

- Eliminar as etapas 5 e 6 da oferta de serviços.

Fico a disposição.";Workflows and Tasks;Project;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT_ADVANCED
RITM1441859;Criar oferta de serviço conforme anexo;Service Catalog;Support;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM1441916;criar oferta conforme anexo;Service Catalog;Support;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM1441999;"Criar uma nova oferta de serviços conforme o documento anexo.
Obs.: APENAS PARA A UNIDADE BRASIL
Fico a disposição.";Workflows and Tasks;Support;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM1442008;criar oferta conforme anexo;Service Catalog;Support;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM1442160;Habilitar a oferta OTC_550 Facturación de venta de desperdicios y rechazos OTC_WF_514 para location México;Service Catalog;Support;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM1442649;"Verificar erro no preenchimento automático do campo ""check_double_inveices"". O campo está configurado para fazer a marcação automática pelo sistema para todos os grupos de contas exceto Z007.
A configuração é a mesma do formulário PTP_009 para o mesmo campo.
Requested Item que mostra o erro RITM0286875";Service Catalog;Project;No;;2;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM1442697;Tirar os vínculos de subcategorias. Permitir a visualização e seleção de todas as subcategorias, em qualquer tipo, processo, categoria, categoria do processo.;Agent Workspace;Support;No;;1;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM1443248;Criar OTC_566 - Billing;Service Catalog;Support;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM1443380;"Campo ""nome (sobrenome)"" da aba dados de contato. Este campo está presente nos multirows dos formulários PTP_009 e PTP_010, e ele precisa ser ""obrigatório"".

Correção:
Campo ""dígito da conta bancária"" na aba dados de pagamento. Este campo está presente nos multirows dos formulários PTP_009 e PTP_011.
Este campo quando preenchido com o valor ""sem dígito"", não deve levar nenhum valor para o campo ""chave de controle de banco""...mas hoje o sistema está levando o valor ""0"". Isto não pode acontecer...porque ""0"" é um dígito de conta, que é diferente de ""sem dígito"".
Outro ponto é que, se o país do fornecedor for diferente de Brasil, o campo ""chave de controle de banco"" deve ficar sempre sem valor.";Service Catalog;Project;No;;3;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM1443398;"Migrar formulário da SF para SN Integração nova filial / Melhoria / Reestruturação
AC Dominique";Service Catalog;Support;No;;1;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM1443404;"Migrar formulário da SF para SN Request communication links
AC Dominique";Service Catalog;Support;No;;1;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM1443405;"Migrar formulário da SF para SN Request Environment Refresh (SAP)
AC Dominique";Service Catalog;Support;No;;1;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM1443410;"Migrar formulário da SF para SN Request for network equipment
AC Dominique";Service Catalog;Support;No;;1;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM1443645;"Migrar formulário da SF para SN Request SAP B1 database refresh
AC Dominique";Service Catalog;Support;No;;1;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM1443647;"Migrar formulário da SF para SN Request to change server resources - CPU/ Disk Drive/ Memory
AC Dominique";Service Catalog;Support;No;;1;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM1443649;"Migrar formulário da SF para SN Request to create a LPAR - Infrastructure Team
AC Dominique";Service Catalog;Support;No;;1;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM1443650;"Migrar formulário da SF para SN Request to create a virtual machines (VMs) - Infrastructure Team
AC Dominique";Service Catalog;Support;No;;1;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM1443652;"Migrar formulário da SF para SN Request to disable servers
AC Dominique";Service Catalog;Support;No;;1;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM1443660;"Migrar formulário da SF para SN Solicitação de restore técnico
AC Dominique";Service Catalog;Support;No;;1;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM1443821;"Relativo aos incidentes INC0081745, INC0081036, INC0078756

Implementar carga das tabelas ZTBWBS_WF_HEADER e verificar um possível jeito de realizar uma carga de registros retornados da função SAP_WAPI_CREATE_WORKLIST.
De posse das cargas, implementar um job que replique o comportamento abaixo.

Consultar pendências de um usuário na função SAP_WAPI_CREATE_WORKLIST.
 Entrada: Login do usuário
 Saída: Tabela WORKLIST (Workflow Inbox)
 Dentro do retorno da tabela WORKLIST, tem-se a coluna WI_CREATOR, no formato
  '          FLOWITEM  0009766052400000000013000000'
        (os espaços em branco existem no SAP)
 É preciso extrair os 12 primeiros caracteres numéricos, para a próxima etapa
     '000976605240'

Na tabela ZTBWBS_WF_HEADER, é preciso identificar quais solicitações estão pendentes de aprovação
 Entrada: WI_ID - recebe a string extraída do item anterior. (000976605240)
 Saída: São necessários os campos:
  - ID_WBS contém o sys_id do registro que está submetido a aprovação (não é o sys_id da aprovação, e sim do RITM/SCTASK/INC - vulgo campo 'Approval for' (sysapproval)). 
  - APPROVAL_ORDER número da rodada de aprovação para aquele registro
  - STATUS contém o status da aprovação
  - SERVICE_NUMBER contém o Número do registro (RITMNNNNNN) (opcional)
  
De posse do ID_WBS e da APPROVAL_ORDER, é possível comparar com a aprovação existente na ServiceNow.
Caso o status da aprovação, esteja pendente tanto na ServiceNow quanto no SAP, não é necessário executar nenhuma ação.
Caso a aprovação já tenha sido concluída na ServiceNow, mas ainda esteja pendente no SAP, é preciso encerrar a aprovação no SAP 
 (mudar 'SAP state' para  'Pending Cancellation on SAP')

----------------------------------Informação------------------------------------------------------------

Também é possível consultar no SAP a relação entre Solicitação e Aprovadores. 
Na tabela ZTBWBS_WF_AGENTS:
 Entrada: ID_WBS, APPROVAL_ORDER
 Saída: São necessários os campos:
  - ID_WBS contém o sys_id do registro que está submetido a aprovação
  - APPROVAL_ORDER número da rodada de aprovação para aquele registro
  - STATUS contém o status da aprovação
  - UNAME contém o login do aprovador
  - MSGTX_ERROR contém mensagens de erro recebidas em relação a integração / comunicação SAP-ServiceNow
Para utilizar essa tabela na descoberta de solicitações pendentes, é preciso obter previamente o ID_WBS da solicitação.";Data and Loads;Development;No;21;20;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
